dataset,branch,auc_full,auc_tune,auc_holdout,time_sec,score_min,score_max,score_mean,score_std,S_fro,S_l1,S_nonzero_ratio,lambda,notes
Sandiego,SSCTV_LOGSPARSITY_with_logsparsity,0.9718006673124528,0.9694515306122449,0.9779829258343226,6389.1093266,0.004127872240585506,0.25369842845563995,0.013470404832842604,0.013307193345622519,1.893497296270712,933.7691640967628,0.9431058201058201,0.005455447255899809,"Sandiego best_effort_repo: uploaded Sandiego.mat is already a 100x100 cropped scene, so exact repo k==1 150x150 reconstruction is impossible; using provided Sandiego_new.mat + PlaneGT/map as the closest repo-aligned pair"
Sandiego,SSCTV_LOGSPARSITY_without_logsparsity,0.9849404765055554,0.977997448979592,0.9913820666135014,2906.769983799999,0.013233886491716128,0.6275367648408817,0.06560706083816392,0.05192543520320925,8.36692132917791,7514.604289473445,0.9999978835978836,0.0,"Sandiego best_effort_repo: uploaded Sandiego.mat is already a 100x100 cropped scene, so exact repo k==1 150x150 reconstruction is impossible; using provided Sandiego_new.mat + PlaneGT/map as the closest repo-aligned pair"
