noise_param,noise_level,gaussian_level,sparse_level,stripe_prob,stripe_strength,case_id,method,mPSNR,mSSIM,ERGAS,time_sec
sparse,0.100000,0.000000,0.100000,0.000000,0.100000,stuffed_toys_ms,Noisy,17.772381,0.230595,97.906961,0.000000
sparse,0.100000,0.000000,0.100000,0.000000,0.100000,stuffed_toys_ms,SSCTV-RPCA,52.491004,0.997875,2.061841,4607.312808
sparse,0.100000,0.000000,0.100000,0.000000,0.100000,stuffed_toys_ms,CTV-RPCA,47.901126,0.996941,3.650210,776.659205
sparse,0.100000,0.000000,0.100000,0.000000,0.100000,stuffed_toys_ms,RPCA,28.418982,0.950631,31.812514,96.825885
sparse,0.100000,0.000000,0.100000,0.000000,0.100000,superballs_ms,Noisy,17.780529,0.189574,297.063429,0.000000
sparse,0.100000,0.000000,0.100000,0.000000,0.100000,superballs_ms,SSCTV-RPCA,50.559436,0.996627,6.767503,4407.984444
sparse,0.100000,0.000000,0.100000,0.000000,0.100000,superballs_ms,CTV-RPCA,40.542279,0.995228,22.922603,738.515033
sparse,0.100000,0.000000,0.100000,0.000000,0.100000,superballs_ms,RPCA,26.696561,0.948223,104.068082,129.782570
sparse,0.100000,0.000000,0.100000,0.000000,0.100000,thread_spools_ms,Noisy,17.787907,0.226809,159.578984,0.000000
sparse,0.100000,0.000000,0.100000,0.000000,0.100000,thread_spools_ms,SSCTV-RPCA,53.299277,0.997916,3.145295,4587.314816
sparse,0.100000,0.000000,0.100000,0.000000,0.100000,thread_spools_ms,CTV-RPCA,47.258973,0.997543,5.570146,753.129380
sparse,0.100000,0.000000,0.100000,0.000000,0.100000,thread_spools_ms,RPCA,31.433231,0.960283,31.997914,98.859628
sparse,0.100000,0.000000,0.100000,0.000000,0.100000,watercolors_ms,Noisy,17.780320,0.296690,32.313645,0.000000
sparse,0.100000,0.000000,0.100000,0.000000,0.100000,watercolors_ms,SSCTV-RPCA,48.034378,0.993838,1.252167,4764.242556
sparse,0.100000,0.000000,0.100000,0.000000,0.100000,watercolors_ms,CTV-RPCA,45.280936,0.994279,1.498150,740.395001
sparse,0.100000,0.000000,0.100000,0.000000,0.100000,watercolors_ms,RPCA,37.366889,0.977411,4.190455,28.866175
