noise_param,noise_level,gaussian_level,sparse_level,stripe_prob,stripe_strength,case_id,method,mPSNR,mSSIM,ERGAS,time_sec
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,cloth_ms,SSCTV-RPCA,46.335132,0.993069,3.392047,4676.994646
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,cloth_ms,CTV-RPCA,42.959170,0.993873,4.698059,830.348320
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,cloth_ms,RPCA,33.033449,0.964930,13.529674,109.867115
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,egyptian_statue_ms,Noisy,14.770973,0.053857,432.347636,0.000000
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,egyptian_statue_ms,SSCTV-RPCA,48.362028,0.998065,9.934465,4500.797295
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,egyptian_statue_ms,CTV-RPCA,41.609899,0.996181,19.308791,760.010942
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,egyptian_statue_ms,RPCA,29.740727,0.965635,85.832478,137.110179
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,face_ms,Noisy,14.765475,0.075636,163.244572,0.000000
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,face_ms,SSCTV-RPCA,45.524820,0.995553,5.058788,4562.126978
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,face_ms,CTV-RPCA,40.954493,0.993198,8.415733,813.405050
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,face_ms,RPCA,29.059944,0.957255,38.929255,120.783831
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,fake_and_real_beers_ms,Noisy,14.777053,0.063654,59.279986,0.000000
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,fake_and_real_beers_ms,SSCTV-RPCA,48.939686,0.995248,1.305347,4404.051559
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,fake_and_real_beers_ms,CTV-RPCA,43.233918,0.993587,2.273401,804.881747
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,fake_and_real_beers_ms,RPCA,37.093225,0.967570,4.907750,135.491794
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,fake_and_real_food_ms,Noisy,14.766358,0.075374,355.243955,0.000000
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,fake_and_real_food_ms,SSCTV-RPCA,50.446841,0.997399,5.734720,4196.808669
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,fake_and_real_food_ms,CTV-RPCA,42.422832,0.994509,15.023110,707.304825
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,fake_and_real_food_ms,RPCA,25.895806,0.922181,104.956883,127.642193
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,fake_and_real_lemon_slices_ms,Noisy,14.769835,0.081357,273.926724,0.000000
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,fake_and_real_lemon_slices_ms,SSCTV-RPCA,46.939949,0.995224,8.255272,4402.701406
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,fake_and_real_lemon_slices_ms,CTV-RPCA,38.176853,0.989262,19.430197,769.946155
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,fake_and_real_lemon_slices_ms,RPCA,30.799071,0.950595,46.468284,126.862233
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,fake_and_real_lemons_ms,Noisy,14.764023,0.060393,235.629258,0.000000
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,fake_and_real_lemons_ms,SSCTV-RPCA,53.333020,0.997542,3.083690,4425.140350
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,fake_and_real_lemons_ms,CTV-RPCA,46.373258,0.996164,6.829070,773.050148
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,fake_and_real_lemons_ms,RPCA,31.149557,0.929487,53.712791,129.722379
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,fake_and_real_peppers_ms,Noisy,14.770913,0.067408,320.717112,0.000000
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,fake_and_real_peppers_ms,SSCTV-RPCA,51.208509,0.998447,5.605105,4405.972466
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,fake_and_real_peppers_ms,CTV-RPCA,44.104160,0.997418,12.257419,765.543235
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,fake_and_real_peppers_ms,RPCA,26.847852,0.923661,94.723405,124.454779
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,fake_and_real_strawberries_ms,Noisy,14.769685,0.067841,248.683814,0.000000
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,fake_and_real_strawberries_ms,SSCTV-RPCA,51.966123,0.996576,3.964068,4500.631556
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,fake_and_real_strawberries_ms,CTV-RPCA,43.258433,0.993290,9.359091,785.526722
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,fake_and_real_strawberries_ms,RPCA,33.368886,0.924933,27.633695,102.719205
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,fake_and_real_sushi_ms,Noisy,14.764167,0.056734,559.954730,0.000000
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,fake_and_real_sushi_ms,SSCTV-RPCA,46.639550,0.998053,14.180204,4302.135599
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,fake_and_real_sushi_ms,CTV-RPCA,38.640002,0.995711,38.934080,750.632746
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,fake_and_real_sushi_ms,RPCA,24.013068,0.936778,187.402468,123.088522
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,fake_and_real_tomatoes_ms,Noisy,14.772424,0.057410,621.731319,0.000000
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,fake_and_real_tomatoes_ms,SSCTV-RPCA,47.416300,0.997028,17.234925,4328.019706
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,fake_and_real_tomatoes_ms,CTV-RPCA,36.742258,0.989958,59.344603,761.925676
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,fake_and_real_tomatoes_ms,RPCA,25.687867,0.941647,152.009635,108.965246
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,feathers_ms,Noisy,14.769105,0.108966,144.752799,0.000000
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,feathers_ms,SSCTV-RPCA,48.990198,0.996328,4.110540,4622.625405
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,feathers_ms,CTV-RPCA,42.562367,0.995122,6.984295,757.202207
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,feathers_ms,RPCA,27.265441,0.908799,34.327648,131.938668
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,flowers_ms,Noisy,14.773981,0.092272,179.089590,0.000000
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,flowers_ms,SSCTV-RPCA,50.476612,0.996191,4.390244,4674.615266
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,flowers_ms,CTV-RPCA,45.476564,0.995264,6.793651,813.331170
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,flowers_ms,RPCA,24.832484,0.926443,61.456450,109.627282
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,glass_tiles_ms,Noisy,14.771273,0.134732,160.232355,0.000000
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,glass_tiles_ms,SSCTV-RPCA,43.676932,0.994088,7.132875,4535.825789
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,glass_tiles_ms,CTV-RPCA,35.285447,0.991428,15.084541,812.702399
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,glass_tiles_ms,RPCA,26.364444,0.922604,42.356903,118.063529
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,hairs_ms,Noisy,14.765145,0.077175,190.886482,0.000000
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,hairs_ms,SSCTV-RPCA,48.220483,0.995862,4.656664,4451.787280
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,hairs_ms,CTV-RPCA,40.910277,0.994541,9.563251,802.866364
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,hairs_ms,RPCA,28.405637,0.959519,53.287172,131.731413
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,jelly_beans_ms,Noisy,14.774682,0.182372,149.888385,0.000000
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,jelly_beans_ms,SSCTV-RPCA,46.688877,0.997089,5.242003,4500.371970
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,jelly_beans_ms,CTV-RPCA,37.095801,0.993166,12.867471,811.548102
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,jelly_beans_ms,RPCA,29.876841,0.943856,29.364289,120.165177
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,oil_painting_ms,Noisy,14.768519,0.124126,125.026803,0.000000
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,oil_painting_ms,SSCTV-RPCA,48.227031,0.991958,3.593201,4582.182575
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,oil_painting_ms,CTV-RPCA,42.783613,0.991594,5.761437,817.277834
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,oil_painting_ms,RPCA,34.954612,0.960606,14.061278,108.877572
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,paints_ms,Noisy,14.773306,0.152871,92.289676,0.000000
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,paints_ms,SSCTV-RPCA,47.343782,0.996578,2.609141,4625.521754
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,paints_ms,CTV-RPCA,41.946794,0.995866,4.048972,831.874537
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,paints_ms,RPCA,29.161365,0.941309,20.190688,96.081126
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,photo_and_face_ms,Noisy,14.771807,0.077636,301.591654,0.000000
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,photo_and_face_ms,SSCTV-RPCA,45.730110,0.993665,9.618776,4255.354755
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,photo_and_face_ms,CTV-RPCA,42.024165,0.991728,13.199709,747.640421
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,photo_and_face_ms,RPCA,32.547111,0.961998,42.503592,130.465338
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,pompoms_ms,Noisy,14.770077,0.107291,101.582991,0.000000
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,pompoms_ms,SSCTV-RPCA,51.108414,0.996898,1.857690,4555.678231
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,pompoms_ms,CTV-RPCA,46.150483,0.995814,3.481852,771.300400
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,pompoms_ms,RPCA,26.891405,0.902710,27.019875,132.172134
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,real_and_fake_apples_ms,Noisy,14.779659,0.062969,256.714465,0.000000
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,real_and_fake_apples_ms,SSCTV-RPCA,51.151430,0.997135,3.962863,4514.336180
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,real_and_fake_apples_ms,CTV-RPCA,43.716620,0.995328,10.142668,744.652816
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,real_and_fake_apples_ms,RPCA,24.207539,0.926312,92.194525,132.819322
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,real_and_fake_peppers_ms,Noisy,14.767467,0.072314,151.124305,0.000000
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,real_and_fake_peppers_ms,SSCTV-RPCA,50.835729,0.996471,2.835251,4589.196346
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,real_and_fake_peppers_ms,CTV-RPCA,43.668618,0.994808,6.648228,771.580540
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,real_and_fake_peppers_ms,RPCA,28.788965,0.920604,53.538924,92.220267
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,sponges_ms,Noisy,14.766777,0.084010,62.176163,0.000000
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,sponges_ms,SSCTV-RPCA,48.258140,0.993427,1.578030,4792.883216
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,sponges_ms,CTV-RPCA,41.014623,0.992081,3.368114,694.089672
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,sponges_ms,RPCA,26.669017,0.855794,19.312721,40.401033
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,stuffed_toys_ms,Noisy,14.768362,0.095754,138.363784,0.000000
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,stuffed_toys_ms,SSCTV-RPCA,51.585333,0.997314,2.301392,4648.703579
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,stuffed_toys_ms,CTV-RPCA,46.481950,0.995718,4.531301,754.785817
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,stuffed_toys_ms,RPCA,26.278762,0.918279,40.200053,65.264654
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,superballs_ms,Noisy,14.774354,0.057138,420.049622,0.000000
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,superballs_ms,SSCTV-RPCA,49.868701,0.995954,7.234675,4396.206699
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,superballs_ms,CTV-RPCA,40.034061,0.993911,23.975079,759.610332
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,superballs_ms,RPCA,25.609407,0.922584,116.089096,96.900381
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,thread_spools_ms,Noisy,14.773638,0.089535,225.782443,0.000000
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,thread_spools_ms,SSCTV-RPCA,52.357972,0.997347,3.486520,4479.345865
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,thread_spools_ms,CTV-RPCA,45.944875,0.996471,6.413059,774.450705
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,thread_spools_ms,RPCA,29.409116,0.934954,39.995194,75.846161
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,watercolors_ms,Noisy,14.772383,0.169777,45.685398,0.000000
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,watercolors_ms,SSCTV-RPCA,47.092824,0.992416,1.403421,4681.982960
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,watercolors_ms,CTV-RPCA,43.736691,0.992400,1.791835,650.466515
sparse,0.200000,0.000000,0.200000,0.000000,0.100000,watercolors_ms,RPCA,34.434212,0.956426,5.367758,33.013704
