noise_param,noise_level,gaussian_level,sparse_level,stripe_prob,stripe_strength,case_id,method,mPSNR,mSSIM,ERGAS,time_sec
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,fake_and_real_lemon_slices_ms,CTV-RPCA,37.796951,0.986806,20.128517,756.290179
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,fake_and_real_lemon_slices_ms,RPCA,29.590045,0.931815,52.516745,122.581982
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,fake_and_real_lemons_ms,Noisy,13.004975,0.031110,288.475181,0.000000
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,fake_and_real_lemons_ms,SSCTV-RPCA,52.345798,0.996841,3.384487,4496.510538
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,fake_and_real_lemons_ms,CTV-RPCA,45.128326,0.994307,7.765458,758.008468
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,fake_and_real_lemons_ms,RPCA,28.496734,0.892425,64.381702,121.385502
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,fake_and_real_peppers_ms,Noisy,13.010953,0.036102,392.827942,0.000000
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,fake_and_real_peppers_ms,SSCTV-RPCA,50.254772,0.997897,6.144018,4361.071311
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,fake_and_real_peppers_ms,CTV-RPCA,43.210344,0.996185,13.510521,787.316662
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,fake_and_real_peppers_ms,RPCA,25.150950,0.882602,106.373405,124.002113
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,fake_and_real_strawberries_ms,Noisy,13.009033,0.036364,304.643745,0.000000
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,fake_and_real_strawberries_ms,SSCTV-RPCA,50.752541,0.995360,4.381523,4453.655475
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,fake_and_real_strawberries_ms,CTV-RPCA,42.177519,0.989809,10.421540,789.028424
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,fake_and_real_strawberries_ms,RPCA,30.311154,0.893712,39.030981,113.947350
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,fake_and_real_sushi_ms,Noisy,13.010002,0.027401,685.034808,0.000000
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,fake_and_real_sushi_ms,SSCTV-RPCA,46.048456,0.997378,15.032702,4446.794689
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,fake_and_real_sushi_ms,CTV-RPCA,38.223405,0.994700,40.429405,773.696564
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,fake_and_real_sushi_ms,RPCA,23.677666,0.926126,193.490320,112.934294
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,fake_and_real_tomatoes_ms,Noisy,13.011892,0.028132,761.548966,0.000000
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,fake_and_real_tomatoes_ms,SSCTV-RPCA,46.687204,0.996458,18.206032,4434.849601
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,fake_and_real_tomatoes_ms,CTV-RPCA,36.367213,0.987708,60.941589,773.864563
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,fake_and_real_tomatoes_ms,RPCA,25.138783,0.929590,161.317502,111.888688
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,feathers_ms,Noisy,13.012390,0.070150,177.193528,0.000000
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,feathers_ms,SSCTV-RPCA,47.398488,0.994204,4.620665,4483.516799
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,feathers_ms,CTV-RPCA,41.091613,0.992378,8.001237,768.874439
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,feathers_ms,RPCA,25.325944,0.857362,42.793026,127.760503
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,flowers_ms,Noisy,13.010761,0.054636,219.427768,0.000000
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,flowers_ms,SSCTV-RPCA,49.048567,0.994528,4.818797,4579.144786
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,flowers_ms,CTV-RPCA,43.933700,0.993126,7.626153,785.669014
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,flowers_ms,RPCA,23.028138,0.893196,72.751653,119.370788
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,glass_tiles_ms,Noisy,13.010278,0.091692,196.222567,0.000000
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,glass_tiles_ms,SSCTV-RPCA,42.370213,0.990633,7.828773,4463.272792
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,glass_tiles_ms,CTV-RPCA,34.415278,0.987592,16.502085,789.389201
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,glass_tiles_ms,RPCA,24.751517,0.876158,50.340513,120.624945
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,hairs_ms,Noisy,13.006748,0.043908,233.796086,0.000000
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,hairs_ms,SSCTV-RPCA,47.294309,0.994745,5.096862,4337.692690
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,hairs_ms,CTV-RPCA,40.054071,0.992811,10.450014,763.379742
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,hairs_ms,RPCA,26.656547,0.939789,60.081914,125.326756
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,jelly_beans_ms,Noisy,13.016643,0.126078,183.430288,0.000000
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,jelly_beans_ms,SSCTV-RPCA,45.283236,0.995386,5.749384,4519.198384
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,jelly_beans_ms,CTV-RPCA,36.312171,0.990455,13.830312,802.307479
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,jelly_beans_ms,RPCA,27.674619,0.910007,36.725072,111.073369
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,oil_painting_ms,Noisy,13.007927,0.077857,153.123720,0.000000
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,oil_painting_ms,SSCTV-RPCA,46.063101,0.987789,4.362460,4428.871984
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,oil_painting_ms,CTV-RPCA,40.895828,0.987013,6.985640,798.522756
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,oil_painting_ms,RPCA,31.969660,0.930489,19.335969,114.111149
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,paints_ms,Noisy,13.016158,0.107683,112.985156,0.000000
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,paints_ms,SSCTV-RPCA,46.060399,0.994296,2.933713,4592.294016
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,paints_ms,CTV-RPCA,40.766765,0.993230,4.656358,802.649052
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,paints_ms,RPCA,27.708912,0.914405,23.254619,98.421348
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,photo_and_face_ms,Noisy,13.008637,0.042382,369.459068,0.000000
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,photo_and_face_ms,SSCTV-RPCA,44.861188,0.992166,10.498757,4298.878239
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,photo_and_face_ms,CTV-RPCA,41.365073,0.989956,14.258456,757.891628
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,photo_and_face_ms,RPCA,30.799967,0.948658,50.181235,120.558445
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,pompoms_ms,Noisy,13.009650,0.066307,124.389247,0.000000
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,pompoms_ms,SSCTV-RPCA,49.178531,0.994878,2.216355,4579.381071
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,pompoms_ms,CTV-RPCA,44.719546,0.993168,3.949786,805.515605
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,pompoms_ms,RPCA,24.866266,0.842174,33.968904,103.774302
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,real_and_fake_apples_ms,Noisy,13.015108,0.032986,314.522325,0.000000
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,real_and_fake_apples_ms,SSCTV-RPCA,50.054837,0.996233,4.457042,4485.224494
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,real_and_fake_apples_ms,CTV-RPCA,42.581438,0.993197,11.488283,768.008968
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,real_and_fake_apples_ms,RPCA,22.905059,0.901873,104.154310,118.658288
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,real_and_fake_peppers_ms,Noisy,13.006452,0.041485,185.079044,0.000000
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,real_and_fake_peppers_ms,SSCTV-RPCA,49.772396,0.995385,3.136898,4377.545000
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,real_and_fake_peppers_ms,CTV-RPCA,42.546682,0.992102,7.485742,750.644453
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,real_and_fake_peppers_ms,RPCA,26.473506,0.879079,61.937760,126.047982
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,sponges_ms,Noisy,13.005397,0.055680,76.162588,0.000000
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,sponges_ms,SSCTV-RPCA,46.724346,0.990118,1.852000,4532.605795
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,sponges_ms,CTV-RPCA,39.931178,0.989455,3.810788,795.072965
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,sponges_ms,RPCA,23.854754,0.754642,24.820119,81.145494
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,stuffed_toys_ms,Noisy,13.006605,0.058243,169.468299,0.000000
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,stuffed_toys_ms,SSCTV-RPCA,50.106312,0.995925,2.675364,4506.003956
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,stuffed_toys_ms,CTV-RPCA,44.898785,0.993631,5.740927,779.200197
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,stuffed_toys_ms,RPCA,24.208229,0.883464,49.843905,92.969697
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,superballs_ms,Noisy,13.008232,0.027607,514.529925,0.000000
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,superballs_ms,SSCTV-RPCA,48.988916,0.994586,7.842292,4394.445767
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,superballs_ms,CTV-RPCA,39.543286,0.991577,24.930154,763.998345
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,superballs_ms,RPCA,24.528346,0.894653,128.861727,103.218879
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,thread_spools_ms,Noisy,13.013018,0.052782,276.607758,0.000000
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,thread_spools_ms,SSCTV-RPCA,50.961022,0.996160,4.018827,4484.584328
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,thread_spools_ms,CTV-RPCA,44.460221,0.994235,7.539028,770.277669
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,thread_spools_ms,RPCA,27.474121,0.903828,49.561185,60.989519
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,watercolors_ms,Noisy,13.012822,0.121214,55.943427,0.000000
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,watercolors_ms,SSCTV-RPCA,45.635545,0.989444,1.629584,4507.052830
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,watercolors_ms,CTV-RPCA,41.945410,0.989156,2.225829,693.888749
sparse,0.300000,0.000000,0.300000,0.000000,0.100000,watercolors_ms,RPCA,31.554616,0.920831,7.084617,28.255689
